context,distance,strategy,overlap_with_golddigger,fit_mean,fit_min,below_floor,novelty_mean,redundancy,role_dup
4ee2b1668d68:0,10,random,0.06666666666666667,0.3617331682435622,0.053348857574012344,0.625,0.4755160550458716,0.4062076210975647,0.625
4ee2b1668d68:0,10,metadata,0.0,0.7787056790678697,0.751357661177677,0.0,0.4982798165137615,0.5664523839950562,0.0
4ee2b1668d68:0,10,nearest,0.0,0.20418061158710554,0.05206318876921505,1.0,0.0020642201834862386,0.9065595865249634,1.0
4ee2b1668d68:0,10,inverse,0.06666666666666667,0.1960226334006193,0.052807995291808546,0.875,0.09977064220183487,0.48114219307899475,0.625
4ee2b1668d68:0,10,band_nofit,0.14285714285714285,0.28143236259909965,0.052807995291808546,0.75,0.09959862385321101,0.4692058563232422,0.5
4ee2b1668d68:0,10,golddigger,1.0,0.5673484883666369,0.4514971213221013,0.0,0.09736238532110092,0.4519081115722656,0.25
4ee2b1668d68:0,30,random,0.0,0.3617331682435622,0.053348857574012344,0.625,0.4755160550458716,0.4062076210975647,0.625
4ee2b1668d68:0,30,metadata,0.0,0.7787056790678697,0.751357661177677,0.0,0.4982798165137615,0.5664523839950562,0.0
4ee2b1668d68:0,30,nearest,0.0,0.20418061158710554,0.05206318876921505,1.0,0.0020642201834862386,0.9065595865249634,1.0
4ee2b1668d68:0,30,inverse,0.14285714285714285,0.3365156123721096,0.051991685168668214,0.625,0.2997706422018349,0.4325597882270813,0.5
4ee2b1668d68:0,30,band_nofit,0.3333333333333333,0.3567675943649279,0.051991685168668214,0.5,0.299598623853211,0.3613209128379822,0.25
4ee2b1668d68:0,30,golddigger,1.0,0.6256848408712024,0.5055536742098501,0.0,0.3038417431192661,0.3265104293823242,0.0
4ee2b1668d68:0,50,random,0.0,0.3617331682435622,0.053348857574012344,0.625,0.4755160550458716,0.4062076210975647,0.625
4ee2b1668d68:0,50,metadata,0.06666666666666667,0.7787056790678697,0.751357661177677,0.0,0.4982798165137615,0.5664523839950562,0.0
4ee2b1668d68:0,50,nearest,0.0,0.20418061158710554,0.05206318876921505,1.0,0.0020642201834862386,0.9065595865249634,1.0
4ee2b1668d68:0,50,inverse,0.14285714285714285,0.35624361613543926,0.07169548697927479,0.625,0.49977064220183487,0.31739476323127747,0.375
4ee2b1668d68:0,50,band_nofit,0.23076923076923078,0.4396913095473253,0.0702806789581124,0.5,0.4981077981651376,0.21817505359649658,0.25
4ee2b1668d68:0,50,golddigger,1.0,0.6807598133606265,0.6001894239896283,0.0,0.4998853211009175,0.2451377958059311,0.0
4ee2b1668d68:0,70,random,0.0,0.3617331682435622,0.053348857574012344,0.625,0.4755160550458716,0.4062076210975647,0.625
4ee2b1668d68:0,70,metadata,0.0,0.7787056790678697,0.751357661177677,0.0,0.4982798165137615,0.5664523839950562,0.0
4ee2b1668d68:0,70,nearest,0.0,0.20418061158710554,0.05206318876921505,1.0,0.0020642201834862386,0.9065595865249634,1.0
4ee2b1668d68:0,70,inverse,0.3333333333333333,0.47882130760092023,0.1602864486981084,0.375,0.6997706422018348,0.3198261260986328,0.125
4ee2b1668d68:0,70,band_nofit,0.23076923076923078,0.5380352708195486,0.08378443697293997,0.25,0.6989105504587156,0.2510717511177063,0.0
4ee2b1668d68:0,70,golddigger,1.0,0.6410164048744229,0.45895587758587986,0.0,0.700172018348624,0.28340375423431396,0.125
4ee2b1668d68:0,90,random,0.0,0.3617331682435622,0.053348857574012344,0.625,0.4755160550458716,0.4062076210975647,0.625
4ee2b1668d68:0,90,metadata,0.0,0.7787056790678697,0.751357661177677,0.0,0.4982798165137615,0.5664523839950562,0.0
4ee2b1668d68:0,90,nearest,0.0,0.20418061158710554,0.05206318876921505,1.0,0.0020642201834862386,0.9065595865249634,1.0
4ee2b1668d68:0,90,inverse,0.23076923076923078,0.5387033169305665,0.20025905471301203,0.375,0.899770642201835,0.335541695356369,0.125
4ee2b1668d68:0,90,band_nofit,0.14285714285714285,0.44478076318252086,0.05438892597929101,0.5,0.9001720183486239,0.22554923593997955,0.125
4ee2b1668d68:0,90,golddigger,1.0,0.6489665584498502,0.4524245468138587,0.0,0.9005160550458716,0.2598554790019989,0.125
6999e0c34b9c:0,10,random,0.0,0.5764829114643952,0.42312461927762024,0.375,0.3263188073394495,0.4098152220249176,0.375
6999e0c34b9c:0,10,metadata,0.0,0.7712336409342586,0.7709678180017188,0.0,0.4946674311926606,0.832198977470398,0.0
6999e0c34b9c:0,10,nearest,0.0,0.451764717438292,0.44145413358613805,0.875,0.0020642201834862386,0.8377078771591187,1.0
6999e0c34b9c:0,10,inverse,0.14285714285714285,0.4922627209576449,0.41683311886162744,0.75,0.10022935779816514,0.4742237627506256,0.75
6999e0c34b9c:0,10,band_nofit,0.23076923076923078,0.5157213475064581,0.4430035887387287,0.625,0.100401376146789,0.386534184217453,0.625
6999e0c34b9c:0,10,golddigger,1.0,0.6277825061107447,0.5124824377139067,0.0,0.10246559633027524,0.47021859884262085,0.0
6999e0c34b9c:0,30,random,0.0,0.5764829114643952,0.42312461927762024,0.375,0.3263188073394495,0.4098152220249176,0.375
6999e0c34b9c:0,30,metadata,0.0,0.7712336409342586,0.7709678180017188,0.0,0.4946674311926606,0.832198977470398,0.0
6999e0c34b9c:0,30,nearest,0.0,0.451764717438292,0.44145413358613805,0.875,0.0020642201834862386,0.8377078771591187,1.0
6999e0c34b9c:0,30,inverse,0.3333333333333333,0.6394965868242956,0.4289783264375365,0.125,0.2997706422018349,0.38655295968055725,0.125
6999e0c34b9c:0,30,band_nofit,0.7777777777777778,0.6196559380631241,0.4289783264375365,0.125,0.30252293577981654,0.26809731125831604,0.125
6999e0c34b9c:0,30,golddigger,1.0,0.649087456541779,0.5589205386508675,0.0,0.3026949541284404,0.26613250374794006,0.0
6999e0c34b9c:0,50,random,0.0,0.5764829114643952,0.42312461927762024,0.375,0.3263188073394495,0.4098152220249176,0.375
6999e0c34b9c:0,50,metadata,0.0,0.7712336409342586,0.7709678180017188,0.0,0.4946674311926606,0.832198977470398,0.0
6999e0c34b9c:0,50,nearest,0.0,0.451764717438292,0.44145413358613805,0.875,0.0020642201834862386,0.8377078771591187,1.0
6999e0c34b9c:0,50,inverse,0.23076923076923078,0.6632990526148933,0.43452635271540047,0.125,0.49977064220183487,0.3506680130958557,0.125
6999e0c34b9c:0,50,band_nofit,0.3333333333333333,0.6121434749974286,0.43452635271540047,0.375,0.49850917431192665,0.258433997631073,0.375
6999e0c34b9c:0,50,golddigger,1.0,0.6991618658545282,0.6005787590451193,0.0,0.4984518348623853,0.2729625105857849,0.0
6999e0c34b9c:0,70,random,0.0,0.5764829114643952,0.42312461927762024,0.375,0.3263188073394495,0.4098152220249176,0.375
6999e0c34b9c:0,70,metadata,0.0,0.7712336409342586,0.7709678180017188,0.0,0.4946674311926606,0.832198977470398,0.0
6999e0c34b9c:0,70,nearest,0.0,0.451764717438292,0.44145413358613805,0.875,0.0020642201834862386,0.8377078771591187,1.0
6999e0c34b9c:0,70,inverse,0.14285714285714285,0.6976430833628631,0.6005136737813443,0.0,0.6997706422018348,0.5460389852523804,0.0
6999e0c34b9c:0,70,band_nofit,0.45454545454545453,0.651007820802904,0.44885726825681593,0.125,0.7016055045871561,0.31224608421325684,0.125
6999e0c34b9c:0,70,golddigger,1.0,0.6839078642056236,0.6005136737813443,0.0,0.7024082568807339,0.3306373059749603,0.0
6999e0c34b9c:0,90,random,0.0,0.5764829114643952,0.42312461927762024,0.375,0.3263188073394495,0.4098152220249176,0.375
6999e0c34b9c:0,90,metadata,0.0,0.7712336409342586,0.7709678180017188,0.0,0.4946674311926606,0.832198977470398,0.0
6999e0c34b9c:0,90,nearest,0.0,0.451764717438292,0.44145413358613805,0.875,0.0020642201834862386,0.8377078771591187,1.0
6999e0c34b9c:0,90,inverse,0.23076923076923078,0.7122758162429619,0.7119124240812034,0.0,0.899770642201835,0.5111741423606873,0.0
6999e0c34b9c:0,90,band_nofit,0.7777777777777778,0.6652232520922163,0.4485260659375826,0.125,0.9005160550458716,0.2927085757255554,0.125
6999e0c34b9c:0,90,golddigger,1.0,0.6983792490627985,0.6007643365355934,0.0,0.902006880733945,0.34727829694747925,0.0
b38b69acdb3d:0,10,random,0.0,0.22207959120449516,0.07193839304464532,0.75,0.5655389908256881,0.25719723105430603,0.0
b38b69acdb3d:0,10,metadata,0.0,0.7470437528317404,0.726741687434523,0.0,0.6028669724770643,0.7771267890930176,0.0
b38b69acdb3d:0,10,nearest,0.0,0.24357967102005543,0.05499398761403169,0.875,0.0020642201834862386,0.8268558382987976,1.0
b38b69acdb3d:0,10,inverse,0.14285714285714285,0.2654912278988765,0.05111947369119496,0.75,0.09977064220183487,0.5187276005744934,0.75
b38b69acdb3d:0,10,band_nofit,0.06666666666666667,0.23737121407429973,0.05111947369119496,0.875,0.09919724770642202,0.49451032280921936,0.625
b38b69acdb3d:0,10,golddigger,1.0,0.6546817903090028,0.45036469668621093,0.0,0.09071100917431194,0.467290461063385,0.125
b38b69acdb3d:0,30,random,0.0,0.22207959120449516,0.07193839304464532,0.75,0.5655389908256881,0.25719723105430603,0.0
b38b69acdb3d:0,30,metadata,0.0,0.7470437528317404,0.726741687434523,0.0,0.6028669724770643,0.7771267890930176,0.0
b38b69acdb3d:0,30,nearest,0.0,0.24357967102005543,0.05499398761403169,0.875,0.0020642201834862386,0.8268558382987976,1.0
b38b69acdb3d:0,30,inverse,0.0,0.06644877539564688,0.05284501167106036,1.0,0.3002293577981652,0.48531073331832886,0.25
b38b69acdb3d:0,30,band_nofit,0.23076923076923078,0.3239973217330231,0.05284501167106036,0.625,0.3001720183486239,0.32820507884025574,0.375
b38b69acdb3d:0,30,golddigger,1.0,0.6217199169678311,0.45816450451978497,0.0,0.3022935779816514,0.33508744835853577,0.125
b38b69acdb3d:0,50,random,0.0,0.22207959120449516,0.07193839304464532,0.75,0.5655389908256881,0.25719723105430603,0.0
b38b69acdb3d:0,50,metadata,0.0,0.7470437528317404,0.726741687434523,0.0,0.6028669724770643,0.7771267890930176,0.0
b38b69acdb3d:0,50,nearest,0.0,0.24357967102005543,0.05499398761403169,0.875,0.0020642201834862386,0.8268558382987976,1.0
b38b69acdb3d:0,50,inverse,0.3333333333333333,0.459338822384618,0.08448925439268287,0.375,0.49977064220183487,0.34900718927383423,0.25
b38b69acdb3d:0,50,band_nofit,0.23076923076923078,0.3473321214874934,0.07151013953994423,0.625,0.4989105504587156,0.24438916146755219,0.125
b38b69acdb3d:0,50,golddigger,1.0,0.6500007466025736,0.45511350516367244,0.0,0.49919724770642204,0.2798899710178375,0.125
b38b69acdb3d:0,70,random,0.0,0.22207959120449516,0.07193839304464532,0.75,0.5655389908256881,0.25719723105430603,0.0
b38b69acdb3d:0,70,metadata,0.06666666666666667,0.7470437528317404,0.726741687434523,0.0,0.6028669724770643,0.7771267890930176,0.0
b38b69acdb3d:0,70,nearest,0.0,0.24357967102005543,0.05499398761403169,0.875,0.0020642201834862386,0.8268558382987976,1.0
b38b69acdb3d:0,70,inverse,0.14285714285714285,0.2354143852494314,0.053333059339999656,0.75,0.6997706422018348,0.33298903703689575,0.125
b38b69acdb3d:0,70,band_nofit,0.3333333333333333,0.3833064420180662,0.07123475309056487,0.5,0.701204128440367,0.21247853338718414,0.0
b38b69acdb3d:0,70,golddigger,1.0,0.6869541417815481,0.596261830794755,0.0,0.7026949541284404,0.23864340782165527,0.0
b38b69acdb3d:0,90,random,0.0,0.22207959120449516,0.07193839304464532,0.75,0.5655389908256881,0.25719723105430603,0.0
b38b69acdb3d:0,90,metadata,0.0,0.7470437528317404,0.726741687434523,0.0,0.6028669724770643,0.7771267890930176,0.0
b38b69acdb3d:0,90,nearest,0.0,0.24357967102005543,0.05499398761403169,0.875,0.0020642201834862386,0.8268558382987976,1.0
b38b69acdb3d:0,90,inverse,0.06666666666666667,0.24144050930350364,0.08441182898738148,0.75,0.899770642201835,0.49376463890075684,0.0
b38b69acdb3d:0,90,band_nofit,0.23076923076923078,0.47302908598930365,0.05340411791489708,0.375,0.8990252293577982,0.2743459641933441,0.125
b38b69acdb3d:0,90,golddigger,1.0,0.7122454311836598,0.7118599319784517,0.0,0.8994266055045872,0.3930562138557434,0.0
bc45d82eed58:0,10,random,0.0,0.44166000643017306,0.1269091053248949,0.375,0.574598623853211,0.2819802463054657,nan
bc45d82eed58:0,10,metadata,0.06666666666666667,0.7227025565267464,0.7124150545328454,0.0,0.23371559633027525,0.5774011611938477,nan
bc45d82eed58:0,10,nearest,0.0,0.4284579013995209,0.23958472653444435,0.625,0.0020642201834862386,0.8812212347984314,nan
bc45d82eed58:0,10,inverse,0.14285714285714285,0.4269571118262656,0.28837868798594185,0.625,0.09977064220183487,0.5761541724205017,nan
bc45d82eed58:0,10,band_nofit,0.14285714285714285,0.42971835574243744,0.21885645407231658,0.625,0.1010894495412844,0.4980356991291046,nan
bc45d82eed58:0,10,golddigger,1.0,0.5766536088067217,0.503296220595193,0.0,0.09885321100917432,0.5238279700279236,nan
bc45d82eed58:0,30,random,0.0,0.44166000643017306,0.1269091053248949,0.375,0.574598623853211,0.2819802463054657,nan
bc45d82eed58:0,30,metadata,0.0,0.7227025565267464,0.7124150545328454,0.0,0.23371559633027525,0.5774011611938477,nan
bc45d82eed58:0,30,nearest,0.0,0.4284579013995209,0.23958472653444435,0.625,0.0020642201834862386,0.8812212347984314,nan
bc45d82eed58:0,30,inverse,0.6,0.5684429013138873,0.5129982752297234,0.0,0.2997706422018349,0.4324815571308136,nan
bc45d82eed58:0,30,band_nofit,0.6,0.44610380179465425,0.16934142921963993,0.25,0.301204128440367,0.38684502243995667,nan
bc45d82eed58:0,30,golddigger,1.0,0.5534472801283126,0.5129982752297234,0.0,0.2995412844036698,0.4159103333950043,nan
bc45d82eed58:0,50,random,0.0,0.44166000643017306,0.1269091053248949,0.375,0.574598623853211,0.2819802463054657,nan
bc45d82eed58:0,50,metadata,0.0,0.7227025565267464,0.7124150545328454,0.0,0.23371559633027525,0.5774011611938477,nan
bc45d82eed58:0,50,nearest,0.0,0.4284579013995209,0.23958472653444435,0.625,0.0020642201834862386,0.8812212347984314,nan
bc45d82eed58:0,50,inverse,0.3333333333333333,0.5036630041126343,0.168977427568317,0.25,0.49977064220183487,0.3798670172691345,nan
bc45d82eed58:0,50,band_nofit,0.23076923076923078,0.49141698565171527,0.168977427568317,0.25,0.49982798165137615,0.250498503446579,nan
bc45d82eed58:0,50,golddigger,1.0,0.58428802205665,0.5138968173421881,0.0,0.5009747706422019,0.25923952460289,nan
bc45d82eed58:0,70,random,0.0,0.44166000643017306,0.1269091053248949,0.375,0.574598623853211,0.2819802463054657,nan
bc45d82eed58:0,70,metadata,0.0,0.7227025565267464,0.7124150545328454,0.0,0.23371559633027525,0.5774011611938477,nan
bc45d82eed58:0,70,nearest,0.0,0.4284579013995209,0.23958472653444435,0.625,0.0020642201834862386,0.8812212347984314,nan
bc45d82eed58:0,70,inverse,0.14285714285714285,0.5881956654437163,0.5131650590308419,0.0,0.6997706422018348,0.3799973130226135,nan
bc45d82eed58:0,70,band_nofit,1.0,0.5755400067635275,0.5137200432121694,0.0,0.6978211009174312,0.20066191256046295,nan
bc45d82eed58:0,70,golddigger,1.0,0.5755400067635275,0.5137200432121694,0.0,0.6978211009174312,0.20066191256046295,nan
bc45d82eed58:0,90,random,0.0,0.44166000643017306,0.1269091053248949,0.375,0.574598623853211,0.2819802463054657,nan
bc45d82eed58:0,90,metadata,0.0,0.7227025565267464,0.7124150545328454,0.0,0.23371559633027525,0.5774011611938477,nan
bc45d82eed58:0,90,nearest,0.0,0.4284579013995209,0.23958472653444435,0.625,0.0020642201834862386,0.8812212347984314,nan
bc45d82eed58:0,90,inverse,0.45454545454545453,0.5222171162280561,0.15064974459372021,0.125,0.899770642201835,0.4077219069004059,nan
bc45d82eed58:0,90,band_nofit,0.6,0.523348074427357,0.15064974459372021,0.125,0.899369266055046,0.2618046700954437,nan
bc45d82eed58:0,90,golddigger,1.0,0.5584282958846711,0.5138272449459427,0.0,0.8987385321100918,0.25814610719680786,nan
755ebf9d1bbc:0,10,random,0.0,0.6426778531529753,0.44556756974199274,0.25,0.6405389908256881,0.23937706649303436,0.25
755ebf9d1bbc:0,10,metadata,0.0,0.7481652832487233,0.7389551904414424,0.0,0.4772935779816514,0.45348337292671204,0.0
755ebf9d1bbc:0,10,nearest,0.0,0.37755687796906895,0.22408984496076476,0.5,0.0020642201834862386,0.8829841017723083,1.0
755ebf9d1bbc:0,10,inverse,0.0,0.19935788782688574,0.11175361488969734,1.0,0.10022935779816514,0.6528947949409485,1.0
755ebf9d1bbc:0,10,band_nofit,0.06666666666666667,0.2748732890970542,0.08482294238276347,0.875,0.10097477064220184,0.48406487703323364,0.5
755ebf9d1bbc:0,10,golddigger,1.0,0.5347938125715048,0.45263901813147916,0.0,0.09959862385321101,0.41918468475341797,0.375
755ebf9d1bbc:0,30,random,0.0,0.6426778531529753,0.44556756974199274,0.25,0.6405389908256881,0.23937706649303436,0.25
755ebf9d1bbc:0,30,metadata,0.0,0.7481652832487233,0.7389551904414424,0.0,0.4772935779816514,0.45348337292671204,0.0
755ebf9d1bbc:0,30,nearest,0.0,0.37755687796906895,0.22408984496076476,0.5,0.0020642201834862386,0.8829841017723083,1.0
755ebf9d1bbc:0,30,inverse,0.06666666666666667,0.3498243492247893,0.08451825060197557,0.75,0.2997706422018349,0.4228343963623047,0.25
755ebf9d1bbc:0,30,band_nofit,0.06666666666666667,0.26599462954381925,0.08451825060197557,0.875,0.3020642201834863,0.3377918601036072,0.25
755ebf9d1bbc:0,30,golddigger,1.0,0.6102969515553901,0.4629522873222149,0.0,0.3039564220183486,0.39193078875541687,0.125
755ebf9d1bbc:0,50,random,0.0,0.6426778531529753,0.44556756974199274,0.25,0.6405389908256881,0.23937706649303436,0.25
755ebf9d1bbc:0,50,metadata,0.0,0.7481652832487233,0.7389551904414424,0.0,0.4772935779816514,0.45348337292671204,0.0
755ebf9d1bbc:0,50,nearest,0.0,0.37755687796906895,0.22408984496076476,0.5,0.0020642201834862386,0.8829841017723083,1.0
755ebf9d1bbc:0,50,inverse,0.23076923076923078,0.5201078585038906,0.27325805674737375,0.5,0.49977064220183487,0.3783665597438812,0.125
755ebf9d1bbc:0,50,band_nofit,0.3333333333333333,0.523853175080737,0.17772866512314625,0.375,0.49816513761467895,0.24973729252815247,0.125
755ebf9d1bbc:0,50,golddigger,1.0,0.6139308583024499,0.4505201294840978,0.0,0.49913990825688076,0.2778622508049011,0.125
755ebf9d1bbc:0,70,random,0.0,0.6426778531529753,0.44556756974199274,0.25,0.6405389908256881,0.23937706649303436,0.25
755ebf9d1bbc:0,70,metadata,0.0,0.7481652832487233,0.7389551904414424,0.0,0.4772935779816514,0.45348337292671204,0.0
755ebf9d1bbc:0,70,nearest,0.0,0.37755687796906895,0.22408984496076476,0.5,0.0020642201834862386,0.8829841017723083,1.0
755ebf9d1bbc:0,70,inverse,0.3333333333333333,0.5173690828115136,0.17769673637582042,0.25,0.6997706422018348,0.30990585684776306,0.0
755ebf9d1bbc:0,70,band_nofit,0.6,0.49039118777206414,0.1774882653150291,0.25,0.6982798165137615,0.2411462962627411,0.125
755ebf9d1bbc:0,70,golddigger,1.0,0.613956168488383,0.4574994218648586,0.0,0.6989105504587156,0.22618576884269714,0.125
755ebf9d1bbc:0,90,random,0.0,0.6426778531529753,0.44556756974199274,0.25,0.6405389908256881,0.23937706649303436,0.25
755ebf9d1bbc:0,90,metadata,0.0,0.7481652832487233,0.7389551904414424,0.0,0.4772935779816514,0.45348337292671204,0.0
755ebf9d1bbc:0,90,nearest,0.0,0.37755687796906895,0.22408984496076476,0.5,0.0020642201834862386,0.8829841017723083,1.0
755ebf9d1bbc:0,90,inverse,0.06666666666666667,0.41794552357399,0.17742452826763402,0.625,0.899770642201835,0.3885835111141205,0.25
755ebf9d1bbc:0,90,band_nofit,0.23076923076923078,0.47602780053874466,0.15348824802565003,0.5,0.8994839449541285,0.2707671821117401,0.25
755ebf9d1bbc:0,90,golddigger,1.0,0.6834999949538723,0.4817763062585915,0.0,0.8994839449541285,0.32976460456848145,0.0
fc63005777b1:0,10,random,0.0,0.6589858673487836,0.3986483560954858,0.125,0.5299311926605506,0.28091245889663696,0.125
fc63005777b1:0,10,metadata,0.0,0.7595833729786674,0.7473277068718481,0.0,0.45097477064220187,0.4928450286388397,0.0
fc63005777b1:0,10,nearest,0.0,0.3800530740353959,0.2506014559053446,0.75,0.0020642201834862386,0.9430362582206726,1.0
fc63005777b1:0,10,inverse,0.23076923076923078,0.6082928279473094,0.44459152867260676,0.25,0.10022935779816514,0.5691347718238831,0.25
fc63005777b1:0,10,band_nofit,0.3333333333333333,0.5723692989181461,0.32133911596996184,0.375,0.09902522935779817,0.34337952733039856,0.375
fc63005777b1:0,10,golddigger,1.0,0.6667173930904291,0.599239345475619,0.0,0.09891055045871561,0.4042666256427765,0.0
fc63005777b1:0,30,random,0.0,0.6589858673487836,0.3986483560954858,0.125,0.5299311926605506,0.28091245889663696,0.125
fc63005777b1:0,30,metadata,0.0,0.7595833729786674,0.7473277068718481,0.0,0.45097477064220187,0.4928450286388397,0.0
fc63005777b1:0,30,nearest,0.0,0.3800530740353959,0.2506014559053446,0.75,0.0020642201834862386,0.9430362582206726,1.0
fc63005777b1:0,30,inverse,0.45454545454545453,0.6827023634886047,0.5998785344138868,0.0,0.3002293577981652,0.3631855845451355,0.0
fc63005777b1:0,30,band_nofit,1.0,0.6841547186079103,0.593121261869959,0.0,0.30091743119266057,0.30194544792175293,0.0
fc63005777b1:0,30,golddigger,1.0,0.6841547186079103,0.593121261869959,0.0,0.30091743119266057,0.30194544792175293,0.0
fc63005777b1:0,50,random,0.0,0.6589858673487836,0.3986483560954858,0.125,0.5299311926605506,0.28091245889663696,0.125
fc63005777b1:0,50,metadata,0.0,0.7595833729786674,0.7473277068718481,0.0,0.45097477064220187,0.4928450286388397,0.0
fc63005777b1:0,50,nearest,0.0,0.3800530740353959,0.2506014559053446,0.75,0.0020642201834862386,0.9430362582206726,1.0
fc63005777b1:0,50,inverse,0.23076923076923078,0.6815662259627089,0.5777947670533723,0.0,0.49977064220183487,0.3133084774017334,0.0
fc63005777b1:0,50,band_nofit,1.0,0.6743948038148102,0.5232167967418254,0.0,0.5006307339449542,0.21657760441303253,0.0
fc63005777b1:0,50,golddigger,1.0,0.6743948038148102,0.5232167967418254,0.0,0.5006307339449542,0.21657760441303253,0.0
fc63005777b1:0,70,random,0.0,0.6589858673487836,0.3986483560954858,0.125,0.5299311926605506,0.28091245889663696,0.125
fc63005777b1:0,70,metadata,0.0,0.7595833729786674,0.7473277068718481,0.0,0.45097477064220187,0.4928450286388397,0.0
fc63005777b1:0,70,nearest,0.0,0.3800530740353959,0.2506014559053446,0.75,0.0020642201834862386,0.9430362582206726,1.0
fc63005777b1:0,70,inverse,0.14285714285714285,0.6950423805717993,0.5787869398576376,0.0,0.6997706422018348,0.43988922238349915,0.0
fc63005777b1:0,70,band_nofit,1.0,0.7080012714477094,0.6792100105096325,0.0,0.6982224770642202,0.22743014991283417,0.0
fc63005777b1:0,70,golddigger,1.0,0.7080012714477094,0.6792100105096325,0.0,0.6982224770642202,0.22743014991283417,0.0
fc63005777b1:0,90,random,0.0,0.6589858673487836,0.3986483560954858,0.125,0.5299311926605506,0.28091245889663696,0.125
fc63005777b1:0,90,metadata,0.0,0.7595833729786674,0.7473277068718481,0.0,0.45097477064220187,0.4928450286388397,0.0
fc63005777b1:0,90,nearest,0.0,0.3800530740353959,0.2506014559053446,0.75,0.0020642201834862386,0.9430362582206726,1.0
fc63005777b1:0,90,inverse,0.45454545454545453,0.7091252296175378,0.6913773860340237,0.0,0.899770642201835,0.4159683883190155,0.0
fc63005777b1:0,90,band_nofit,1.0,0.6910665185788292,0.5816931561812501,0.0,0.8992545871559634,0.27801331877708435,0.0
fc63005777b1:0,90,golddigger,1.0,0.6910665185788292,0.5816931561812501,0.0,0.8992545871559634,0.27801331877708435,0.0
f3d5cd4b97e0:0,10,random,0.0,0.523385108839741,0.1477383297266248,0.125,0.5456995412844037,0.3140401244163513,nan
f3d5cd4b97e0:0,10,metadata,0.0,0.7220947970272347,0.7144652016856857,0.0,0.16467889908256883,0.5626457333564758,nan
f3d5cd4b97e0:0,10,nearest,0.0,0.5315749301548482,0.3851743015399047,0.5,0.0020642201834862386,0.8960299491882324,nan
f3d5cd4b97e0:0,10,inverse,0.3333333333333333,0.4774244666697294,0.17198129127867806,0.375,0.10022935779816514,0.557904064655304,nan
f3d5cd4b97e0:0,10,band_nofit,0.45454545454545453,0.5067188343257446,0.17198129127867806,0.375,0.10074541284403671,0.46193554997444153,nan
f3d5cd4b97e0:0,10,golddigger,1.0,0.6039023894802872,0.5152703912267673,0.0,0.10057339449541285,0.46079879999160767,nan
f3d5cd4b97e0:0,30,random,0.0,0.523385108839741,0.1477383297266248,0.125,0.5456995412844037,0.3140401244163513,nan
f3d5cd4b97e0:0,30,metadata,0.0,0.7220947970272347,0.7144652016856857,0.0,0.16467889908256883,0.5626457333564758,nan
f3d5cd4b97e0:0,30,nearest,0.0,0.5315749301548482,0.3851743015399047,0.5,0.0020642201834862386,0.8960299491882324,nan
f3d5cd4b97e0:0,30,inverse,0.23076923076923078,0.4833910028637672,0.15790086615976198,0.25,0.2997706422018349,0.34811297059059143,nan
f3d5cd4b97e0:0,30,band_nofit,0.23076923076923078,0.5637754137723725,0.38492132979832283,0.125,0.3010894495412844,0.3100740313529968,nan
f3d5cd4b97e0:0,30,golddigger,1.0,0.530902267612956,0.4896230835327796,0.0,0.29994266055045876,0.30966368317604065,nan
f3d5cd4b97e0:0,50,random,0.0,0.523385108839741,0.1477383297266248,0.125,0.5456995412844037,0.3140401244163513,nan
f3d5cd4b97e0:0,50,metadata,0.0,0.7220947970272347,0.7144652016856857,0.0,0.16467889908256883,0.5626457333564758,nan
f3d5cd4b97e0:0,50,nearest,0.0,0.5315749301548482,0.3851743015399047,0.5,0.0020642201834862386,0.8960299491882324,nan
f3d5cd4b97e0:0,50,inverse,0.06666666666666667,0.39228901004522304,0.169454936365346,0.75,0.49977064220183487,0.37984973192214966,nan
f3d5cd4b97e0:0,50,band_nofit,0.3333333333333333,0.511582492203874,0.35962746486622965,0.375,0.4990825688073394,0.23824986815452576,nan
f3d5cd4b97e0:0,50,golddigger,1.0,0.5683719418141497,0.45125634604710746,0.0,0.5004013761467889,0.25984975695610046,nan
f3d5cd4b97e0:0,70,random,0.0,0.523385108839741,0.1477383297266248,0.125,0.5456995412844037,0.3140401244163513,nan
f3d5cd4b97e0:0,70,metadata,0.0,0.7220947970272347,0.7144652016856857,0.0,0.16467889908256883,0.5626457333564758,nan
f3d5cd4b97e0:0,70,nearest,0.0,0.5315749301548482,0.3851743015399047,0.5,0.0020642201834862386,0.8960299491882324,nan
f3d5cd4b97e0:0,70,inverse,0.23076923076923078,0.4310343527202669,0.07143080620947984,0.25,0.6997706422018348,0.36764833331108093,nan
f3d5cd4b97e0:0,70,band_nofit,0.6,0.5041220647162897,0.07143080620947984,0.125,0.702809633027523,0.1880141645669937,nan
f3d5cd4b97e0:0,70,golddigger,1.0,0.5472820233224638,0.47036571018378137,0.0,0.7019495412844037,0.1895911991596222,nan
f3d5cd4b97e0:0,90,random,0.06666666666666667,0.523385108839741,0.1477383297266248,0.125,0.5456995412844037,0.3140401244163513,nan
f3d5cd4b97e0:0,90,metadata,0.0,0.7220947970272347,0.7144652016856857,0.0,0.16467889908256883,0.5626457333564758,nan
f3d5cd4b97e0:0,90,nearest,0.0,0.5315749301548482,0.3851743015399047,0.5,0.0020642201834862386,0.8960299491882324,nan
