context,distance,strategy,overlap_with_golddigger,fit_mean,fit_min,below_floor,novelty_mean,redundancy,role_dup
f96808653f5e:0,70,band_nofit,0.14285714285714285,0.4998120359435484,0.24102172553255521,0.5,0.7005733944954129,0.32530349493026733,0.125
f96808653f5e:0,70,golddigger,1.0,0.695082484565301,0.5946037331944527,0.0,0.6999426605504588,0.39490053057670593,0.0
f96808653f5e:0,90,random,0.0,0.540135370796935,0.25314531509396054,0.25,0.4659977064220183,0.24104788899421692,0.125
f96808653f5e:0,90,metadata,0.0,0.818864763260102,0.7915286966001727,0.0,0.7289564220183486,0.3942743241786957,0.0
f96808653f5e:0,90,nearest,0.0,0.3802823611696944,0.16274966652993636,0.625,0.0020642201834862386,0.9285425543785095,1.0
f96808653f5e:0,90,inverse,0.45454545454545453,0.6221296079429951,0.24211386084655948,0.125,0.899770642201835,0.4106724262237549,0.0
f96808653f5e:0,90,band_nofit,0.45454545454545453,0.5198614545616811,0.08466128034074016,0.375,0.8998853211009175,0.31383195519447327,0.0
f96808653f5e:0,90,golddigger,1.0,0.6814600280718506,0.4798854055879893,0.0,0.8985665137614679,0.336108922958374,0.0
709dc7037600:0,10,random,0.0,0.6360004933717127,0.43683247875083103,0.25,0.41278669724770645,0.3262341618537903,0.25
709dc7037600:0,10,metadata,0.0,0.7418304477458726,0.7409295595060169,0.0,0.45877293577981654,0.7137680053710938,0.0
709dc7037600:0,10,nearest,0.0,0.4524249031652209,0.4444958546045588,0.75,0.0020642201834862386,0.8505764007568359,1.0
709dc7037600:0,10,inverse,0.45454545454545453,0.603723503506898,0.4380773004112159,0.125,0.09977064220183487,0.42468735575675964,0.25
709dc7037600:0,10,band_nofit,0.6,0.6040035291936365,0.4380773004112159,0.125,0.09891055045871561,0.39009520411491394,0.25
709dc7037600:0,10,golddigger,1.0,0.6372423858742703,0.45934755245380726,0.0,0.09908256880733946,0.39131027460098267,0.125
709dc7037600:0,30,random,0.0,0.6360004933717127,0.43683247875083103,0.25,0.41278669724770645,0.3262341618537903,0.25
709dc7037600:0,30,metadata,0.0,0.7418304477458726,0.7409295595060169,0.0,0.45877293577981654,0.7137680053710938,0.0
709dc7037600:0,30,nearest,0.0,0.4524249031652209,0.4444958546045588,0.75,0.0020642201834862386,0.8505764007568359,1.0
709dc7037600:0,30,inverse,0.14285714285714285,0.6368530887083429,0.44900407581795565,0.125,0.3002293577981652,0.4345625340938568,0.125
709dc7037600:0,30,band_nofit,0.7777777777777778,0.6632026879287907,0.43487523669873673,0.125,0.2978784403669725,0.2904989421367645,0.125
709dc7037600:0,30,golddigger,1.0,0.6978549540913961,0.5991147479259838,0.0,0.29908256880733947,0.31798940896987915,0.0
709dc7037600:0,50,random,0.0,0.6360004933717127,0.43683247875083103,0.25,0.41278669724770645,0.3262341618537903,0.25
709dc7037600:0,50,metadata,0.0,0.7418304477458726,0.7409295595060169,0.0,0.45877293577981654,0.7137680053710938,0.0
709dc7037600:0,50,nearest,0.0,0.4524249031652209,0.4444958546045588,0.75,0.0020642201834862386,0.8505764007568359,1.0
